epoch,"X(0,1)","X(0,2)","X(0,3)","X(0,4)"
0,0.6093339466336948,0.6895236239504459,0.7127243164759963,0.6990864276885986
1,0.6148787496694877,0.7302348756078464,0.6859291213661877,0.7663633867875853
2,0.7736604711902675,0.6454625334312667,0.8739255684525219,0.8858851034249833
3,0.613164003215619,0.8312311466060468,0.9108178891352753,0.9166499278438625
4,0.7512881773621288,0.7555537535183465,0.8712190985679626,0.8662848348048195
5,0.38417138982175003,0.5874905906506439,0.6248543671707609,0.7743462537651631
6,0.5502068480448936,0.04243097159622321,0.3348763745222519,0.5422207446240667
7,0.533396289419772,0.5290444626736996,0.6094442597076074,0.7960637692195266
8,0.7719943861463177,0.858739965887212,0.9170824396076487,0.9322270137160572
9,0.10470579297684912,0.15325924331572519,0.6188472144639314,0.8181286133936981
10,0.07666852008273352,0.07830852314607421,0.0007578141163294412,0.002935686114821027
11,0.41077654486271875,0.2772939763407209,0.29532193848446237,0.42517366805183354
12,0.7503532963012581,0.8765532863673879,0.8931557100210616,0.9215353362595857
13,0.6905564567936,0.9111377303280047,0.9345872153097124,0.9482336017622877
14,0.5833674242247396,0.3840055543540129,0.8577076312321336,0.894188516175569
15,0.31376951932907104,0.3252340701978598,0.516306437663178,0.7645087162060524
16,0.7074661957683848,0.7916725945116868,0.9454248351837272,0.9554810283788994
17,0.6645142996489112,0.7100336854137591,0.8888643090404681,0.9346997791261815
18,0.5408516312713054,0.8197067193130949,0.838290504555204,0.906678402601783
19,0.6162727057044186,0.8778876217443552,0.8839699803893246,0.9197739656291791
20,0.5826748698505003,0.8157664430675222,0.9335471783111344,0.9522191722001603
21,0.6913820949952993,0.8796804173668819,0.9096292639846233,0.9380608574667973
22,0.6614545788337935,0.3576629068424453,0.7737753933935023,0.8587925985677919
23,0.21286035117818347,0.6869680872604028,0.9079469460159985,0.9373999976400119
24,0.5045335435155612,0.7520375420798117,0.8849867528943873,0.9082962399098411
25,0.4041263332117849,0.5940387240096704,0.8138162520394396,0.8823027646363671
26,0.8233025091797558,0.8821998220771107,0.9276653812892401,0.9418872158918807
27,0.5117736138514618,0.6690876733011274,0.8574436751764212,0.8972196267611945
28,0.6625615278286721,0.7353126771414458,0.8872546019838817,0.9247713907441096
29,0.6339152126169917,0.8583323866573732,0.857344654069018,0.9004774538438711
