epoch,"X(0,1)","X(0,2)","X(0,3)","X(0,4)"
0,0.8433734941575314,0.8951388428183381,0.9359124012958215,0.9321197192492652
1,0.8373526722076802,0.729224273202948,0.7779329168657384,0.8984053758795624
2,0.8211859529584299,0.8849622045973395,0.9311945558985848,0.9385040708553003
3,0.8238737399939897,0.8867306686097082,0.9205584034381673,0.9378727122503496
4,0.8678071728476291,0.8862384249264165,0.9361798074458824,0.9350055175532627
5,0.8016487930535342,0.629004356462204,0.8621802197820018,0.920083619277301
6,0.8727108949817108,0.9247469871888365,0.9496548078403398,0.9561099841436987
7,0.8770500328754173,0.9234171092278298,0.9306561791479355,0.9366419194737297
8,0.8490087113955606,0.9194501459830466,0.9451190982347333,0.951585919940518
9,0.8736184060805503,0.917301741555507,0.9519566459878409,0.9551527247354679
10,0.8599329998984875,0.8885508606406037,0.9343492808508965,0.9383432347950769
11,0.8695703188269055,0.9100993931989262,0.9362330633842527,0.9369031921434959
12,0.870964687622011,0.9261188101211875,0.9522685012001008,0.9549532657931287
13,0.8647222595456046,0.9211001034376686,0.9375833639374966,0.9397172234401628
14,0.8764415997939351,0.9251481508002671,0.9514039968238267,0.9532962100515106
15,0.8485289239234034,0.8967061476484811,0.9386711361807144,0.9419346929524195
16,0.882699363194551,0.9255095353850131,0.9472142063690067,0.9501185370790355
17,0.8195224170091088,0.9200741342533423,0.950454553277576,0.9524299803874836
18,0.865865678406875,0.9238843678964251,0.9486399933058001,0.951189343799413
19,0.874629429342218,0.9076855579238922,0.9404703573494106,0.9428037435164247
20,0.8806176436086574,0.9348527629087872,0.9531123181261442,0.9539038965674226
21,0.8764091672136626,0.928511516361385,0.9489489784500478,0.9490868110601076
22,0.8729190376482121,0.9248262882696515,0.9450776011099611,0.9469417224598302
23,0.8691843708665454,0.9328507143235856,0.9480477084445582,0.9493557884999286
24,0.8865349404078977,0.934538707195089,0.9534723709993326,0.9551523736014904
25,0.8366544364955175,0.9157909927201179,0.9407663250247792,0.9438477956367374
26,0.877025263086831,0.9308417355967866,0.9502999054318736,0.9513927357206085
27,0.8381066139106157,0.9225440517009929,0.9519415595188215,0.9539268993218122
28,0.8556131511810688,0.9183104699223886,0.9469840343360307,0.9485624891774663
29,0.8780316241984237,0.9229364682728215,0.9445826422843487,0.9448526248857669
