epoch,dice loss,BCE loss,MSE loss
0.0,0.9753676652908325,3.2056102752685547,0.4502127170562744
0.33333333333333337,0.22388333082199097,0.08455071598291397,0.5167661905288696
0.6666666666666667,0.7182873487472534,0.05126575008034706,0.3952632248401642
1.0,0.1381654590368271,0.011880564503371716,0.2916683852672577
1.3333333333333335,0.09730976819992065,0.13471996784210205,0.2174985557794571
1.666666666666667,0.09646916389465332,0.0642593577504158,0.3108842670917511
2.0,0.12514422833919525,0.00998970028012991,0.2121351659297943
2.3333333333333335,0.11967602372169495,0.0036259458865970373,0.23832060396671295
2.666666666666667,0.25318682193756104,0.04648923501372337,0.2542657256126404
3.0000000000000004,0.08892133831977844,0.1283736675977707,0.20790544152259827
3.333333333333334,0.09802056849002838,0.052176088094711304,0.16551373898983002
3.666666666666667,0.5142055153846741,0.05063840001821518,0.19150176644325256
4.0,0.059280022978782654,0.0220787413418293,0.12063686549663544
4.333333333333334,0.07876145839691162,0.05865003168582916,0.14143316447734833
4.666666666666667,0.40760886669158936,0.03481459245085716,0.2516326904296875
5.000000000000001,0.5490236282348633,0.0857224315404892,0.2821914553642273
5.333333333333334,0.1517801135778427,0.05009295418858528,0.1701376885175705
5.666666666666667,0.06691882014274597,0.020678767934441566,0.1064736470580101
6.000000000000001,0.08781225979328156,0.0435989648103714,0.12516330182552338
6.333333333333334,0.3464365303516388,0.0656973198056221,0.2378864735364914
6.666666666666668,0.33379220962524414,0.1560019850730896,0.15042735636234283
7.000000000000001,0.12356556951999664,0.050206732004880905,0.133100226521492
7.333333333333334,0.13499149680137634,0.04876315966248512,0.21793925762176514
7.666666666666668,0.2652055025100708,0.07214908301830292,0.1789063662290573
8.0,0.12280771136283875,0.16513994336128235,0.13866011798381805
8.333333333333334,0.07640841603279114,0.040400855243206024,0.10573046654462814
8.666666666666668,0.35240715742111206,0.03443725407123566,0.10429058969020844
9.000000000000002,0.08357930183410645,0.07401955127716064,0.08407650142908096
9.333333333333334,0.10339455306529999,0.09095760434865952,0.11906659603118896
9.666666666666668,0.070950448513031,0.10223808139562607,0.07598386704921722
10.000000000000002,0.08737227320671082,0.04245492443442345,0.1121046245098114
10.333333333333334,0.0793880820274353,0.04812951385974884,0.0783826932311058
10.666666666666668,0.8135563135147095,0.027064461261034012,0.14308395981788635
11.000000000000002,0.10840217769145966,0.07267529517412186,0.0804128497838974
11.333333333333334,0.08938238024711609,0.01073681190609932,0.11983591318130493
11.666666666666668,0.1004733145236969,0.028665222227573395,0.11311698704957962
12.000000000000002,0.09880095720291138,0.06524135917425156,0.06751738488674164
12.333333333333334,0.40196019411087036,0.025011707097291946,0.15224589407444
12.666666666666668,0.11014255881309509,0.16185790300369263,0.11324208229780197
13.000000000000002,0.10320501029491425,0.017904508858919144,0.07968076318502426
13.333333333333336,0.08055882155895233,0.023814240470528603,0.0621706023812294
13.666666666666668,0.25286954641342163,0.0913105458021164,0.14191071689128876
14.000000000000002,0.10576784610748291,0.019673803821206093,0.058912504464387894
14.333333333333336,0.07888063788414001,0.07238973677158356,0.06397871673107147
14.666666666666668,0.2762478291988373,0.06514476984739304,0.10876327753067017
15.000000000000002,0.07584883272647858,0.02900996431708336,0.05513858050107956
15.333333333333336,0.1000363826751709,0.048305951058864594,0.05974666774272919
15.666666666666668,0.08166243135929108,0.017952555790543556,0.09484059363603592
16.0,0.5480529069900513,0.0813523530960083,0.05509888753294945
16.333333333333336,0.0825732946395874,0.022632351145148277,0.06015195697546005
16.666666666666668,0.3558179438114166,0.009751515462994576,0.06528374552726746
17.000000000000004,0.15850764513015747,0.06605000048875809,0.09624870866537094
17.333333333333336,0.07835167646408081,0.03548997640609741,0.08555779606103897
17.666666666666668,0.6321902275085449,0.05647725239396095,0.1008620634675026
18.000000000000004,0.9999999403953552,0.001711196731775999,0.06036766618490219
18.333333333333336,0.07713402807712555,0.10365154594182968,0.06081755831837654
18.666666666666668,0.089474156498909,0.019345268607139587,0.05661902576684952
19.000000000000004,0.07563547790050507,0.05558422952890396,0.045550256967544556
19.333333333333336,0.4172254800796509,0.009351392276585102,0.0683167576789856
19.666666666666668,0.3522869944572449,0.0002725032391026616,0.05065934360027313
