epoch,"X(0,1)","X(0,2)","X(0,3)","X(0,4)"
0,0.5832753501721283,0.7019533755174324,0.6560554682318844,0.6874893254308558
1,0.6283524374463665,0.5842046461888214,0.6748609667393699,0.8359808058881047
2,0.6335795503943714,0.8246853840884878,0.8831478615305317,0.9135553534351178
3,0.6917316032879388,0.4635623386546747,0.7874707517339222,0.8184116847479521
4,0.16518006996432347,0.025282223139013817,0.009440477159041078,0.015295615864556227
5,0.19598392252601796,0.09676967527884156,0.0700422924067547,0.11446257869699109
6,0.09295679562127412,0.015443935371768563,0.07315035992816313,0.22868460639199215
7,0.7886892067852305,0.8543760269435484,0.9145009499877247,0.9312142952164607
8,0.6886844012274671,0.6909173317809603,0.8053490457250111,0.8695314499869276
9,0.5730369820523618,0.681705047835165,0.9165624646998164,0.939040426887683
10,0.771538795819923,0.7887431009491878,0.8605655983312807,0.9233411141295931
11,0.6275203067864945,0.6696975293444164,0.8201900480398491,0.8563377234473157
12,0.7242089812435321,0.86883399290825,0.9288791160085308,0.9437160821103338
13,0.5249320188565041,0.6682153522078671,0.8476107342919307,0.8967694150867747
14,0.7932315922495145,0.916940730009506,0.955593048636593,0.9606231166355645
15,0.6775403262963936,0.873528052621813,0.9179801416041246,0.9336242693573681
16,0.31939818587765767,0.2563779518675448,0.4907760161962082,0.7095214430965594
17,0.7831560809220841,0.8419069861298176,0.9356443997639329,0.9425635595819843
18,0.7023762633551413,0.876175637565442,0.9292958387688025,0.9371573391245372
19,0.6261037125516293,0.7740176498000302,0.8985004336086672,0.9129442821687727
